 Date,Type,Description,Credit,Debit,Balance
25/11/2024,DEPOSIT,Distribution from Resolution Capital Global Property Securities Fund - Unhedged Series II - Class A (IOF0184AU),87.1,0,171038.88
25/11/2024,DEPOSIT,Distribution from HAMILTON LANE GLOBAL PRIVATE ASSETS FUND (AUD) (Hedged) (PIM1015AU),409.85,0,170951.78
21/11/2024,DEPOSIT,Distribution from CI Australian Equities Fund (CIP0005AU),24.63,0,170541.93
21/11/2024,DEPOSIT,Distribution from Brandywine Gbl Opportunistic Fixed Inc Fnd - Class A (SSB0014AU),17.42,0,170517.3
20/11/2024,DEPOSIT,Distribution from Magellan Infrastructure Fund (Unhedged) (MGE0006AU),99.69,0,170499.88
18/11/2024,DEPOSIT,Distribution from Janus Henderson Australian Fixed Interest Fund (IOF0046AU),31.65,0,170400.19
12/11/2024,DEPOSIT,Distribution from Kapstream Wholesale Absolute Return Income Fund (HOW0052AU),42.28,0,170368.54
12/11/2024,DEPOSIT,Distribution from Greencape Wholesale High Conviction Fund (HOW0035AU),26.28,0,170326.26
12/11/2024,DEPOSIT,Distribution from Bennelong ex 20 Australian Equities Fund (BFL0004AU),44.55,0,170299.98
11/11/2024,DEPOSIT,Distribution from ATLAS Infrastructure Australian Feeder Fund -  AUD Unhedged (PIM6769AU),99.93,0,170255.43
11/11/2024,DEPOSIT,Distribution from Payden Global Income Opportunities Fund (GSF0008AU),23.44,0,170155.5
8/11/2024,DEPOSIT,Distribution from Kapstream Wholesale Absolute Return Income Fund (HOW0052AU),832.45,0,170132.06
8/11/2024,DEPOSIT,Distribution from Resolution Capital Global Property Securities Fund - Unhedged Series II - Class A (IOF0184AU),1019.91,0,169299.61
31/10/2024,DEPOSIT,Distribution from Greencape Wholesale High Conviction Fund (HOW0035AU),342.31,0,168279.7
31/10/2024,GROSS_INTEREST,Interest,584.14,0,167937.39
23/10/2024,DEPOSIT,Distribution from Fidelity Future Leaders Fund (FID0026AU),52.67,0,167353.25
22/10/2024,DEPOSIT,Distribution from Ares Diversified Credit Fund (HOW7354AU),768.67,0,167300.58
22/10/2024,DEPOSIT,Distribution from Payden Global Income Opportunities Fund (GSF0008AU),2.95,0,166531.91
21/10/2024,DEPOSIT,Distribution from MACQUARIE TRUE INDEX AUSTRALIAN FIXED INTEREST FUND (MAQ0211AU),76.04,0,166528.96
21/10/2024,DEPOSIT,Distribution from Janus Henderson Australian Fixed Interest Fund (IOF0046AU),114.29,0,166452.92
16/10/2024,WITHDRAWAL,SEP-24 QTR MAP Private Wealth - Invoice 204132,0,6288.12,166338.63
15/10/2024,DIRECT_CREDIT_DIVIDEND,"DIVIDEND From USTB PAYMENT, Ref: OCT24/00802545",861.82,0,172626.75
15/10/2024,DEPOSIT,Distribution from Partners Group Global Value Fund (AUD) - Wholesale Units (ETL0276AU),110.72,0,171764.93
10/10/2024,DEPOSIT,Distribution from PIMCO Global Credit Fund - Wholesale Class (ETL0019AU),796.36,0,171654.21
10/10/2024,DEPOSIT,Distribution from CI Australian Equities Fund (CIP0005AU),2631.74,0,170857.85
1/10/2024,DIRECT_CREDIT_DIVIDEND,"DIVIDEND From LSF, Ref: 001326088876",2963.88,0,168226.11
30/09/2024,DEPOSIT,Distribution from Ares Diversified Credit Fund (HOW7354AU),770.81,0,165262.23
30/09/2024,GROSS_INTEREST,Interest,567.84,0,164491.42
26/09/2024,DEPOSIT,Distribution from HAMILTON LANE GLOBAL PRIVATE ASSETS FUND (AUD) (Hedged) (PIM1015AU),388.36,0,163923.58
13/09/2024,DEPOSIT,Distribution from Palisade's Unlisted Infrastructure Trust (WHT3724AU),153.01,0,163535.22
30/08/2024,GROSS_INTEREST,Interest,513.56,0,163382.21
27/08/2024,DEPOSIT,Distribution from Kapstream Wholesale Absolute Return Income Fund (HOW0052AU),39.75,0,162868.65
27/08/2024,DEPOSIT,Distribution from Greencape Wholesale High Conviction Fund (HOW0035AU),26.17,0,162828.9
26/08/2024,DEPOSIT,Distribution from Brandywine Gbl Opportunistic Fixed Inc Fnd - Class A (SSB0014AU),15.65,0,162802.73
22/08/2024,DEPOSIT,Distribution from Ares Diversified Credit Fund (HOW7354AU),777.45,0,162787.08
21/08/2024,DEPOSIT,Distribution from CI Australian Equities Fund (CIP0005AU),26.11,0,162009.63
21/08/2024,DEPOSIT,Distribution from ATLAS Infrastructure Australian Feeder Fund -  AUD Unhedged (PIM6769AU),98.26,0,161983.52
21/08/2024,DEPOSIT,Distribution from Magellan Infrastructure Fund (Unhedged) (MGE0006AU),92.43,0,161885.26
20/08/2024,DEPOSIT,Distribution from Janus Henderson Australian Fixed Interest Fund (IOF0046AU),29.96,0,161792.83
20/08/2024,DEPOSIT,Distribution from Payden Global Income Opportunities Fund (GSF0008AU),22.24,0,161762.87
20/08/2024,DEPOSIT,Distribution from Partners Group Global Value Fund (AUD) - Wholesale Units (ETL0276AU),7723.95,0,161740.63
16/08/2024,DEPOSIT,Distribution from Palisade's Unlisted Infrastructure Trust (WHT3724AU),4090.78,0,154016.68
9/08/2024,DEPOSIT,Distribution from RESOLUTION CAPTL GLBL PRPTY SECRTS FND (UNHDGD) SERIES II (IOF0184AU),79.81,0,149925.9
8/08/2024,DEPOSIT,Distribution from Fidelity Future Leaders Fund (FID0026AU),49.84,0,149846.09
8/08/2024,DEPOSIT,Distribution from Bennelong ex 20 Australian Equities Fund (BFL0004AU),45.49,0,149796.25
6/08/2024,DEPOSIT,Distribution from CI Australian Equities Fund (CIP0005AU),9216.39,0,149750.76
31/07/2024,GROSS_INTEREST,Interest,470.03,0,140534.37
26/07/2024,DEPOSIT,Distribution from Fidelity Future Leaders Fund (FID0026AU),472.59,0,140064.34
26/07/2024,DEPOSIT,Distribution from MAGELLAN GLOBAL FUND (MGE0001AU),0.01,0,139591.75
24/07/2024,DEPOSIT,Distribution from Magellan Infrastructure Fund (Unhedged) (MGE0006AU),2937.81,0,139591.74
24/07/2024,DEPOSIT,Distribution from RESOLUTION CAPTL GLBL PRPTY SECRTS FND (UNHDGD) SERIES II (IOF0184AU),543.63,0,136653.93
24/07/2024,DEPOSIT,Distribution from QVG Opportunities Fund (QVG9204AU),4017.57,0,136110.3
24/07/2024,WITHDRAWAL,JUN-24 QTR MAP Private Wealth - Invoice 194006,0,6149.9,132092.73
22/07/2024,DEPOSIT,Distribution from Ares Diversified Credit Fund (HOW7354AU),776.84,0,138242.63
22/07/2024,DEPOSIT,Distribution from Bennelong ex 20 Australian Equities Fund (BFL0004AU),5662.76,0,137465.79
22/07/2024,DEPOSIT,Distribution from ATLAS Infrastructure Australian Feeder Fund -  AUD Unhedged (PIM6769AU),4447.93,0,131803.03
18/07/2024,DEPOSIT,Distribution from Kapstream Wholesale Absolute Return Income Fund (HOW0052AU),820.15,0,127355.1
17/07/2024,DEPOSIT,Distribution from MACQUARIE TRUE INDEX AUSTRALIAN FIXED INTEREST FUND (MAQ0211AU),264.32,0,126534.95
17/07/2024,DEPOSIT,Distribution from Greencape Wholesale High Conviction Fund (HOW0035AU),2873.36,0,126270.63
17/07/2024,DEPOSIT,Distribution from PIMCO Global Credit Fund - Wholesale Class (ETL0019AU),777.74,0,123397.27
16/07/2024,DIRECT_CREDIT_DIVIDEND,"DIVIDEND From USTB PAYMENT, Ref: JUL24/00801652",771.53,0,122619.53
16/07/2024,DEPOSIT,Distribution from HAMILTON LANE GLOBAL PRIVATE ASSETS FUND (AUD) (Hedged) (PIM1015AU),8.45,0,121848
16/07/2024,DEPOSIT,Distribution from HAMILTON LANE GLOBAL PRIVATE ASSETS FUND (AUD) (Hedged) (PIM1015AU),9.3,0,121839.55
16/07/2024,DEPOSIT,Distribution from HAMILTON LANE GLOBAL PRIVATE ASSETS FUND (AUD) (Hedged) (PIM1015AU),3.57,0,121830.25
15/07/2024,DEPOSIT,Distribution from HAMILTON LANE GLOBAL PRIVATE ASSETS FUND (AUD) (Hedged) (PIM1015AU),389.53,0,121826.68
10/07/2024,DEPOSIT,Distribution from Payden Global Income Opportunities Fund (GSF0008AU),413.12,0,121437.15
28/06/2024,GROSS_INTEREST,Interest,376.53,0,121024.03
25/06/2024,DEPOSIT,Distribution from Partners Group Global Value Fund (AUD) - Wholesale Units (ETL0276AU),111.39,0,120647.5
18/06/2024,DEPOSIT,Distribution from Ares Diversified Credit Fund (HOW7354AU),783.41,0,120536.11
